point_0_x,point_0_y,point_0_z,point_1_x,point_1_y,point_1_z,point_2_x,point_2_y,point_2_z,point_3_x,point_3_y,point_3_z,point_4_x,point_4_y,point_4_z,point_5_x,point_5_y,point_5_z,point_6_x,point_6_y,point_6_z,point_7_x,point_7_y,point_7_z,point_8_x,point_8_y,point_8_z,point_9_x,point_9_y,point_9_z,point_10_x,point_10_y,point_10_z,point_11_x,point_11_y,point_11_z,point_12_x,point_12_y,point_12_z,point_13_x,point_13_y,point_13_z,point_14_x,point_14_y,point_14_z,point_15_x,point_15_y,point_15_z,point_16_x,point_16_y,point_16_z,point_17_x,point_17_y,point_17_z,point_18_x,point_18_y,point_18_z,point_19_x,point_19_y,point_19_z,point_20_x,point_20_y,point_20_z,label
0.6717783212661743,0.7963818311691284,-5.075877140825469e-08,0.8304762840270996,0.7046696543693542,-0.0413152314722538,0.9187383651733398,0.5494128465652466,-0.05815299227833748,0.9244520664215088,0.40764468908309937,-0.07918716967105865,0.9005203247070312,0.303385853767395,-0.09186927229166031,0.8369525671005249,0.44424867630004883,-0.0026029942091554403,0.8466945290565491,0.3516780734062195,-0.08424171805381775,0.8465721011161804,0.44781696796417236,-0.13508839905261993,0.8449417948722839,0.5313305258750916,-0.15634691715240479,0.7466458082199097,0.4538007378578186,-0.01451137661933899,0.7715957760810852,0.37307310104370117,-0.108406201004982,0.7880491018295288,0.505782961845398,-0.14419017732143402,0.7889350652694702,0.6019237041473389,-0.1494390368461609,0.6627709269523621,0.47576430439949036,-0.038865167647600174,0.699420154094696,0.4159212112426758,-0.13324743509292603,0.7193389534950256,0.5497483015060425,-0.131825789809227,0.7181957960128784,0.6392883062362671,-0.10594002157449722,0.5774143934249878,0.5063124299049377,-0.06719043105840683,0.6208333373069763,0.48389512300491333,-0.13035456836223602,0.6437380313873291,0.573548436164856,-0.12799648940563202,0.6501553058624268,0.6349539160728455,-0.11040215194225311,A
0.6737312078475952,0.7925106287002563,-6.728566859237617e-08,0.8237943649291992,0.7108874917030334,-0.04269897937774658,0.9120995402336121,0.5556758642196655,-0.05991687625646591,0.9216340184211731,0.41589879989624023,-0.08049546182155609,0.9049155712127686,0.3117006719112396,-0.09362436830997467,0.8356063365936279,0.44692039489746094,-0.009883132763206959,0.8472046256065369,0.35487622022628784,-0.09053239971399307,0.8446100354194641,0.448397159576416,-0.1398085355758667,0.8389915823936462,0.5351635217666626,-0.15960225462913513,0.7450313568115234,0.45514440536499023,-0.0196423027664423,0.7720499634742737,0.379560649394989,-0.11225906759500504,0.7831355333328247,0.5135927796363831,-0.14654158055782318,0.7791144251823425,0.6139471530914307,-0.15031787753105164,0.6620094776153564,0.4768659472465515,-0.04122892767190933,0.6994578242301941,0.41918063163757324,-0.13578543066978455,0.7154127359390259,0.5546407103538513,-0.1338275820016861,0.712087094783783,0.6466812491416931,-0.1073545441031456,0.579005241394043,0.5085384845733643,-0.06645207852125168,0.6234862208366394,0.4853604733943939,-0.13275350630283356,0.644646167755127,0.5784501433372498,-0.13093997538089752,0.6499091982841492,0.6430938243865967,-0.11282265931367874,A
0.6623610258102417,0.7956856489181519,-7.905963173016062e-08,0.8215724229812622,0.7167874574661255,-0.0392649881541729,0.9095096588134766,0.562950611114502,-0.054477840662002563,0.9191228151321411,0.42434239387512207,-0.07414555549621582,0.9051383137702942,0.32156115770339966,-0.08628614991903305,0.8401660323143005,0.46047818660736084,-0.002727574435994029,0.8456321358680725,0.3693869709968567,-0.08475092053413391,0.8378010392189026,0.46709010004997253,-0.13574256002902985,0.8299968242645264,0.5515083074569702,-0.15653806924819946,0.7492749691009521,0.46675994992256165,-0.013712014071643353,0.7670644521713257,0.392206072807312,-0.10843956470489502,0.7748189568519592,0.5247769355773926,-0.1464945673942566,0.7683336734771729,0.6185110807418823,-0.15291047096252441,0.6655399799346924,0.48758193850517273,-0.03638596460223198,0.6912607550621033,0.4308905303478241,-0.1319335550069809,0.7067209482192993,0.5653488636016846,-0.1326044797897339,0.7045345902442932,0.6534558534622192,-0.10738938301801682,0.5826085805892944,0.5171218514442444,-0.06231736019253731,0.616611897945404,0.4886401295661926,-0.1271723061800003,0.6372416019439697,0.5779253244400024,-0.1259123831987381,0.6444975733757019,0.639872670173645,-0.10824530571699142,A
0.6811783313751221,0.7984874844551086,-6.28488905363156e-08,0.8244099617004395,0.7222431302070618,-0.0395967997610569,0.9060215353965759,0.5705503821372986,-0.05372839793562889,0.9145863056182861,0.4358268082141876,-0.07161074876785278,0.9044903516769409,0.3354748487472534,-0.08305513858795166,0.8335801959037781,0.46599090099334717,-0.003433811943978071,0.8446095585823059,0.3711637854576111,-0.08106423169374466,0.8419569730758667,0.4615150988101959,-0.13040205836296082,0.8386886119842529,0.5479631423950195,-0.1503322720527649,0.7455074787139893,0.4726971983909607,-0.012899131514132023,0.7691677212715149,0.3964223861694336,-0.1004674881696701,0.77720046043396,0.523605227470398,-0.13305337727069855,0.7755212783813477,0.6192119121551514,-0.13605104386806488,0.6609545946121216,0.4932345747947693,-0.03419775888323784,0.6917423605918884,0.4327734112739563,-0.12348227202892303,0.7050265669822693,0.5624144077301025,-0.11989227682352066,0.7040456533432007,0.651607096195221,-0.09325467795133591,0.5747130513191223,0.5236222743988037,-0.05893203988671303,0.6102279424667358,0.4942835867404938,-0.12158595770597458,0.6317936182022095,0.5851089954376221,-0.11738798022270203,0.6401229500770569,0.6495424509048462,-0.0978846624493599,A
0.6696495413780212,0.8018107414245605,2.7920834533290417e-09,0.8164805769920349,0.7290410995483398,-0.04197300598025322,0.9058029055595398,0.576382577419281,-0.05747368186712265,0.9140046834945679,0.439529150724411,-0.07579761743545532,0.8950316309928894,0.3395191729068756,-0.08808166533708572,0.8303167819976807,0.4759514331817627,-0.010185073129832745,0.8341651558876038,0.37979066371917725,-0.08637965470552444,0.8300610780715942,0.4690338373184204,-0.13356761634349823,0.8275281190872192,0.5505489706993103,-0.1533064991235733,0.7408088445663452,0.4813075661659241,-0.01940337009727955,0.7623744010925293,0.40602201223373413,-0.10789772868156433,0.7707664966583252,0.535046398639679,-0.14179910719394684,0.76543790102005,0.63017737865448,-0.14595167338848114,0.6557614803314209,0.5006242990493774,-0.03955516964197159,0.6863571405410767,0.44385698437690735,-0.13078713417053223,0.6999356746673584,0.5753897428512573,-0.12802277505397797,0.6970298290252686,0.6630911231040955,-0.101802296936512,0.5695926547050476,0.5298305749893188,-0.06285589188337326,0.6090093851089478,0.5025063157081604,-0.1271684169769287,0.6295169591903687,0.595704972743988,-0.12308266013860703,0.6362166404724121,0.6605509519577026,-0.10356497019529343,A
0.6704080700874329,0.8192530274391174,-1.1360779694769008e-07,0.8139734864234924,0.748562216758728,-0.038538288325071335,0.9034215211868286,0.5913810729980469,-0.050064779818058014,0.9148209095001221,0.45402052998542786,-0.06540298461914062,0.8950608968734741,0.35377269983291626,-0.07411657273769379,0.8271214365959167,0.48464128375053406,-0.005877647083252668,0.8389885425567627,0.38599008321762085,-0.08564575016498566,0.8292335271835327,0.4871203899383545,-0.13112598657608032,0.8244479894638062,0.5739412903785706,-0.14677439630031586,0.7370069026947021,0.49130162596702576,-0.01564265415072441,0.7573756575584412,0.4110707938671112,-0.10637570917606354,0.7625249028205872,0.5431226491928101,-0.1370885968208313,0.7593352198600769,0.6387549042701721,-0.13638685643672943,0.6506965160369873,0.5124359130859375,-0.03709665313363075,0.6799269914627075,0.4504142999649048,-0.1312234103679657,0.6927235126495361,0.5869959592819214,-0.1275223046541214,0.6928244233131409,0.679840624332428,-0.0980544462800026,0.5636988878250122,0.5446270108222961,-0.06129761412739754,0.6000179648399353,0.5084092020988464,-0.12726978957653046,0.6212937235832214,0.6019066572189331,-0.1236812099814415,0.6299829483032227,0.6702247858047485,-0.10262634605169296,A
0.6453654766082764,0.8264520168304443,3.981443796874373e-08,0.8040457367897034,0.7546347379684448,-0.03780783712863922,0.8949474692344666,0.6087368130683899,-0.05199246481060982,0.9057284593582153,0.4735598862171173,-0.06963654607534409,0.8966080546379089,0.37320947647094727,-0.08268070220947266,0.8306950926780701,0.517240583896637,-0.0048384289257228374,0.8300808072090149,0.4148285388946533,-0.07926306873559952,0.8243568539619446,0.4959087073802948,-0.1289001852273941,0.824865460395813,0.5751404166221619,-0.15200476348400116,0.740990161895752,0.5209739804267883,-0.01658189855515957,0.75724858045578,0.4333397448062897,-0.10302254557609558,0.7591376900672913,0.5567989945411682,-0.14201393723487854,0.750291109085083,0.6508287787437439,-0.15044791996479034,0.6558510661125183,0.539773166179657,-0.03837328776717186,0.6728127598762512,0.4685686528682709,-0.12759149074554443,0.6838857531547546,0.5980157852172852,-0.12955069541931152,0.6817121505737305,0.6870276927947998,-0.10693588852882385,0.5671712160110474,0.568880021572113,-0.06279275566339493,0.5909395217895508,0.5273668169975281,-0.12643949687480927,0.6118535995483398,0.6162835359573364,-0.12454520165920258,0.621343195438385,0.6833557486534119,-0.10672934353351593,A
0.6477271318435669,0.8224419355392456,5.382397461062283e-08,0.7941170334815979,0.7746595740318298,-0.040222231298685074,0.8955163359642029,0.6348333954811096,-0.053273919969797134,0.9112233519554138,0.4983106851577759,-0.06745503842830658,0.8998939990997314,0.399638831615448,-0.07699130475521088,0.8265465497970581,0.5355437397956848,-0.018326206132769585,0.8324084877967834,0.4211108684539795,-0.09199223667383194,0.830059826374054,0.5031864643096924,-0.1347218155860901,0.830306887626648,0.5855787992477417,-0.15183286368846893,0.7389000654220581,0.5358315110206604,-0.026609845459461212,0.756603479385376,0.4481024742126465,-0.11288738995790482,0.75705885887146,0.5737539529800415,-0.14396671950817108,0.7494021654129028,0.6660467386245728,-0.14596690237522125,0.6543367505073547,0.5526918172836304,-0.04467938840389252,0.6732507944107056,0.4892733693122864,-0.1348983347415924,0.6796725988388062,0.6185460686683655,-0.13364483416080475,0.6772715449333191,0.7050449848175049,-0.10838359594345093,0.5663180351257324,0.5791114568710327,-0.06495802104473114,0.588742733001709,0.5387312769889832,-0.1311044543981552,0.6065752506256104,0.6301531195640564,-0.12985113263130188,0.6153851747512817,0.6978147625923157,-0.1117393746972084,A
0.6509549021720886,0.8434633016586304,9.991897975680786e-09,0.7932546734809875,0.7941533327102661,-0.03756086900830269,0.8904452919960022,0.6516832113265991,-0.04963836073875427,0.9081522822380066,0.5193405747413635,-0.06280842423439026,0.8974939584732056,0.42194074392318726,-0.07098127156496048,0.8274299502372742,0.5494068264961243,-0.02167455665767193,0.8279239535331726,0.44079869985580444,-0.09364184737205505,0.8216704726219177,0.5332737565040588,-0.1332695633172989,0.8182594776153564,0.617225706577301,-0.14766623079776764,0.7380964756011963,0.5503201484680176,-0.03092845529317856,0.7499246001243591,0.46189266443252563,-0.11358392238616943,0.7534322738647461,0.5893584489822388,-0.14243869483470917,0.7471356987953186,0.6797114610671997,-0.1439938247203827,0.6516563892364502,0.5686880350112915,-0.04908813536167145,0.6655795574188232,0.4989325702190399,-0.1351850926876068,0.6749116778373718,0.6289518475532532,-0.13167701661586761,0.6739039421081543,0.7137369513511658,-0.10639746487140656,0.5621141195297241,0.5970743894577026,-0.06919293850660324,0.5805307030677795,0.5505725741386414,-0.1325008124113083,0.5996374487876892,0.641261100769043,-0.12877851724624634,0.6084867119789124,0.7073296904563904,-0.10944479703903198,A
0.6492846012115479,0.8624348640441895,-1.6157866866706172e-07,0.7895930409431458,0.8116516470909119,-0.04337846487760544,0.8898695707321167,0.663000226020813,-0.05649244040250778,0.9086334705352783,0.5298072099685669,-0.07026193290948868,0.8950034976005554,0.43239298462867737,-0.077969029545784,0.822783887386322,0.5565287470817566,-0.020251234993338585,0.8320220708847046,0.4655190110206604,-0.0962032601237297,0.813522219657898,0.5676371455192566,-0.13807426393032074,0.800399899482727,0.6509130001068115,-0.15257881581783295,0.7309053540229797,0.5572378039360046,-0.027400093153119087,0.7488316893577576,0.47548434138298035,-0.11570015549659729,0.7445801496505737,0.6083452105522156,-0.1456715613603592,0.7355205416679382,0.7021673321723938,-0.14529524743556976,0.6438152194023132,0.5742882490158081,-0.044847261160612106,0.6625733375549316,0.5128095746040344,-0.13608351349830627,0.6684976816177368,0.6497834324836731,-0.13305196166038513,0.6667488217353821,0.7401257157325745,-0.10551054030656815,0.5578998327255249,0.6028028726577759,-0.06488548219203949,0.5796724557876587,0.5649538040161133,-0.1302388310432434,0.595445990562439,0.6607821583747864,-0.12665008008480072,0.6032692790031433,0.7293524742126465,-0.10648394376039505,A
0.6423134207725525,0.8786402344703674,-2.0576837300723128e-07,0.7838414311408997,0.8291690349578857,-0.04280145466327667,0.8854314088821411,0.6793959140777588,-0.054895490407943726,0.9044587016105652,0.5431053638458252,-0.06782272458076477,0.8913235664367676,0.44547438621520996,-0.0748663991689682,0.820229172706604,0.5738115310668945,-0.019130216911435127,0.828660249710083,0.47835779190063477,-0.0943366065621376,0.809402585029602,0.57694411277771,-0.13637728989124298,0.7982435822486877,0.65936678647995,-0.15184122323989868,0.7265726327896118,0.5746111273765564,-0.026277802884578705,0.7414724826812744,0.48939377069473267,-0.1135682761669159,0.7366582751274109,0.6192245483398438,-0.14351330697536469,0.7294434309005737,0.7119856476783752,-0.1438070684671402,0.638907253742218,0.5914590954780579,-0.043877094984054565,0.6525189280509949,0.5275827646255493,-0.13421528041362762,0.65935218334198,0.6617438197135925,-0.13251478970050812,0.6610891819000244,0.7516312003135681,-0.10654983669519424,0.553422749042511,0.6202765703201294,-0.06411699205636978,0.5710567235946655,0.5808046460151672,-0.12901386618614197,0.5890638828277588,0.6743269562721252,-0.12757925689220428,0.6018224954605103,0.7431319355964661,-0.10960827767848969,A
0.630668044090271,0.8906069993972778,-1.7349880465644674e-07,0.7749252915382385,0.8413958549499512,-0.0423932746052742,0.8777093887329102,0.6918470859527588,-0.05568947270512581,0.8988264799118042,0.5560615658760071,-0.07008526474237442,0.8874908685684204,0.4568091332912445,-0.07866477966308594,0.8185243010520935,0.5853695273399353,-0.017701713368296623,0.822736918926239,0.49208974838256836,-0.09351988881826401,0.802622377872467,0.5925320982933044,-0.138582244515419,0.7870486378669739,0.6758863925933838,-0.15599511563777924,0.7241564393043518,0.5846885442733765,-0.025274094194173813,0.73637855052948,0.5015071630477905,-0.11306766420602798,0.7309386134147644,0.6338329911231995,-0.14520110189914703,0.7187411785125732,0.7271058559417725,-0.146973118185997,0.6366898417472839,0.6004011034965515,-0.043083470314741135,0.6496396660804749,0.5358381271362305,-0.13219651579856873,0.6548407077789307,0.6699674725532532,-0.13095995783805847,0.6511900424957275,0.7584127187728882,-0.10564275085926056,0.5509870052337646,0.6272224187850952,-0.063656285405159,0.5688759088516235,0.5903540253639221,-0.12718738615512848,0.5837706327438354,0.6835660934448242,-0.1250372678041458,0.5920780301094055,0.750245213508606,-0.10667922347784042,A
0.6318250894546509,0.8987848162651062,-2.0255383503808844e-07,0.7731878757476807,0.8499247431755066,-0.042682576924562454,0.8759521245956421,0.700310468673706,-0.05502019450068474,0.8945829272270203,0.5620095729827881,-0.06813447922468185,0.88321453332901,0.46343451738357544,-0.07509738951921463,0.8100518584251404,0.5925094485282898,-0.016559265553951263,0.8179009556770325,0.4952227473258972,-0.09184490889310837,0.799316942691803,0.593669593334198,-0.13440948724746704,0.7886841297149658,0.6774371266365051,-0.15001121163368225,0.7164487838745117,0.5935567617416382,-0.02313060685992241,0.7294865846633911,0.5115097761154175,-0.10956313461065292,0.7249068021774292,0.6410537362098694,-0.13901963829994202,0.7180219888687134,0.7322153449058533,-0.13924457132816315,0.6285919547080994,0.6103502511978149,-0.04038184508681297,0.6421977877616882,0.5469460487365723,-0.12996046245098114,0.6487626433372498,0.6794659495353699,-0.1276732236146927,0.6505537033081055,0.7676080465316772,-0.10164736956357956,0.5425986647605896,0.6380316615104675,-0.0602058507502079,0.5595079064369202,0.600206732749939,-0.1244840994477272,0.5763936042785645,0.6950705647468567,-0.12249357998371124,0.5889843106269836,0.763316810131073,-0.1040760725736618,A
0.6345627307891846,0.9044719934463501,-2.6544037723397196e-07,0.770939290523529,0.8538832664489746,-0.03565584868192673,0.867443323135376,0.7011839747428894,-0.043275099247694016,0.8844075202941895,0.5676435232162476,-0.05307856947183609,0.8822826743125916,0.4730881452560425,-0.05734295770525932,0.8064549565315247,0.5970028638839722,-0.009182634763419628,0.8124816417694092,0.502792239189148,-0.07942745089530945,0.7968101501464844,0.5983312129974365,-0.11833161860704422,0.7871948480606079,0.6821011900901794,-0.13168972730636597,0.7145829796791077,0.5996084213256836,-0.017847120761871338,0.7248136401176453,0.5162800550460815,-0.10089048743247986,0.7226802706718445,0.6424649953842163,-0.1291087418794632,0.7171603441238403,0.7340834140777588,-0.12820377945899963,0.6286282539367676,0.6178925037384033,-0.03642067685723305,0.6388515830039978,0.5543782711029053,-0.12416151165962219,0.6440266370773315,0.6864808201789856,-0.12195737659931183,0.6460390090942383,0.7736335396766663,-0.09557618200778961,0.5444082021713257,0.6487981081008911,-0.05692000314593315,0.5568950772285461,0.6052699089050293,-0.12088020890951157,0.5737811326980591,0.6993681788444519,-0.11902280896902084,0.5877746343612671,0.76789790391922,-0.10039649903774261,A
0.6257010102272034,0.9147328734397888,-2.9735815587628167e-07,0.7644531726837158,0.8635820746421814,-0.03856667876243591,0.8667814135551453,0.7110645771026611,-0.04741230234503746,0.8887956738471985,0.5749871730804443,-0.057881031185388565,0.8814380168914795,0.479250431060791,-0.06191018968820572,0.8038363456726074,0.6037092208862305,-0.011840904131531715,0.8099534511566162,0.5069912672042847,-0.0852755755186081,0.7903971076011658,0.6061944365501404,-0.12471621483564377,0.7789725661277771,0.689153790473938,-0.13753007352352142,0.7109200954437256,0.6070295572280884,-0.020000232383608818,0.7236765623092651,0.5191863179206848,-0.10710194706916809,0.7182908058166504,0.6507736444473267,-0.13503451645374298,0.7094807624816895,0.7426259517669678,-0.1321060061454773,0.6252175569534302,0.6240057349205017,-0.03861095756292343,0.6348850131034851,0.5579025149345398,-0.1306011825799942,0.6384385228157043,0.6952665448188782,-0.12811650335788727,0.6385440826416016,0.7840890884399414,-0.09966228157281876,0.5412297248840332,0.6520752906799316,-0.059347014874219894,0.5541146397590637,0.6102621555328369,-0.12579502165317535,0.5688327550888062,0.7078443765640259,-0.12394951283931732,0.5805330276489258,0.7778900861740112,-0.10421893000602722,A
0.5716349482536316,0.8065768480300903,-1.4312056464405032e-06,0.7266039252281189,0.6952642202377319,-0.0675499364733696,0.8266422748565674,0.5364047884941101,-0.09832218289375305,0.8417478203773499,0.4010300040245056,-0.12812218070030212,0.8285551071166992,0.2907666563987732,-0.15087610483169556,0.722294807434082,0.40650761127471924,-0.042631588876247406,0.7407446503639221,0.3157426118850708,-0.13543100655078888,0.7409736514091492,0.43421804904937744,-0.19300194084644318,0.7380657196044922,0.5503312945365906,-0.21330519020557404,0.6155106425285339,0.4229539930820465,-0.034657321870326996,0.6399056315422058,0.35945168137550354,-0.13619549572467804,0.6503121852874756,0.5065394043922424,-0.16638851165771484,0.6577410101890564,0.635879397392273,-0.16006819903850555,0.516606330871582,0.4476514160633087,-0.041273120790719986,0.553046703338623,0.4298021197319031,-0.13324515521526337,0.5716350674629211,0.564185380935669,-0.12968158721923828,0.5821503400802612,0.6734603643417358,-0.09848245978355408,0.4211171269416809,0.4803987741470337,-0.053783293813467026,0.4650672674179077,0.4665824770927429,-0.10585606098175049,0.48900139331817627,0.5777785778045654,-0.09358449280261993,0.5008742213249207,0.6620931029319763,-0.06577245146036148,A
